wine_id,acidity_id
1,1.0
2,2.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
9,1.0
3,1.0
9,1.0
12,1.0
9,1.0
3,1.0
15,15.0
16,1.0
3,1.0
9,1.0
19,1.0
9,1.0
21,1.0
9,1.0
23,1.0
15,15.0
9,1.0
3,1.0
27,15.0
28,1.0
9,1.0
9,1.0
31,1.0
9,1.0
15,15.0
34,1.0
35,1.0
1,1.0
23,1.0
1,1.0
28,1.0
40,1.0
1,1.0
28,1.0
1,1.0
44,1.0
45,1.0
28,1.0
9,1.0
48,1.0
48,1.0
48,1.0
3,1.0
3,1.0
3,1.0
3,1.0
48,1.0
3,1.0
3,1.0
3,1.0
48,1.0
48,1.0
3,1.0
3,1.0
3,1.0
9,1.0
3,1.0
16,1.0
3,1.0
3,1.0
9,1.0
12,1.0
19,1.0
19,1.0
9,1.0
74,1.0
19,1.0
19,1.0
77,1.0
3,1.0
9,1.0
80,1.0
23,1.0
3,1.0
83,1.0
23,1.0
23,1.0
19,1.0
87,1.0
88,1.0
3,1.0
90,2.0
91,1.0
92,1.0
3,1.0
77,1.0
3,1.0
3,1.0
23,1.0
9,1.0
23,1.0
3,1.0
28,1.0
102,1.0
9,1.0
104,1.0
48,1.0
28,1.0
107,1.0
9,1.0
109,1.0
110,1.0
3,1.0
15,15.0
3,1.0
91,1.0
3,1.0
107,1.0
1,1.0
118,1.0
9,1.0
120,1.0
121,
3,1.0
123,1.0
28,1.0
19,1.0
120,1.0
9,1.0
28,1.0
129,1.0
130,1.0
9,1.0
132,1.0
104,1.0
134,1.0
45,1.0
136,1.0
137,1.0
27,15.0
77,1.0
140,1.0
15,15.0
87,1.0
143,15.0
144,1.0
145,1.0
146,1.0
2,2.0
148,
149,1.0
90,2.0
35,1.0
152,1.0
153,1.0
154,1.0
155,1.0
28,1.0
157,
158,1.0
48,1.0
48,1.0
48,1.0
48,1.0
48,1.0
48,1.0
165,1.0
166,1.0
166,1.0
158,1.0
165,1.0
48,1.0
171,1.0
166,1.0
48,1.0
48,1.0
107,1.0
107,1.0
177,1.0
83,1.0
48,1.0
80,1.0
23,1.0
16,1.0
23,1.0
184,1.0
83,1.0
23,1.0
90,2.0
90,2.0
23,1.0
77,1.0
2,2.0
23,1.0
123,1.0
123,1.0
91,1.0
196,1.0
3,1.0
198,1.0
199,1.0
23,1.0
201,1.0
177,1.0
104,1.0
83,1.0
48,1.0
23,1.0
2,2.0
104,1.0
2,2.0
28,1.0
211,1.0
2,2.0
3,1.0
91,1.0
102,1.0
28,1.0
107,1.0
48,1.0
219,1.0
48,1.0
91,1.0
2,2.0
223,1.0
224,2.0
92,1.0
226,1.0
9,1.0
87,1.0
90,2.0
28,1.0
231,2.0
2,2.0
3,1.0
234,1.0
23,1.0
28,1.0
2,2.0
238,1.0
3,1.0
1,1.0
241,1.0
2,2.0
243,1.0
9,1.0
184,1.0
246,1.0
247,1.0
110,1.0
23,1.0
250,1.0
177,1.0
3,1.0
1,1.0
254,1.0
255,
104,1.0
257,1.0
123,1.0
1,1.0
260,1.0
261,1.0
158,1.0
48,1.0
264,1.0
265,1.0
266,1.0
267,1.0
268,1.0
109,1.0
270,1.0
271,15.0
149,1.0
132,1.0
48,1.0
275,15.0
28,1.0
277,1.0
278,1.0
279,1.0
280,1.0
28,1.0
196,1.0
283,1.0
284,1.0
110,1.0
286,1.0
287,1.0
238,1.0
289,
290,1.0
120,1.0
3,1.0
293,1.0
294,1.0
295,1.0
23,1.0
297,1.0
298,1.0
299,1.0
48,1.0
301,1.0
302,1.0
303,1.0
304,
120,1.0
306,2.0
307,1.0
265,1.0
2,2.0
310,1.0
132,1.0
270,1.0
313,
109,1.0
9,1.0
198,1.0
317,1.0
1,1.0
121,
238,1.0
321,1.0
322,1.0
275,15.0
324,1.0
286,1.0
326,1.0
327,1.0
328,2.0
329,1.0
330,1.0
331,1.0
332,1.0
28,1.0
322,1.0
301,1.0
336,1.0
337,1.0
338,1.0
44,1.0
340,1.0
341,
290,1.0
241,1.0
28,1.0
345,1.0
346,1.0
347,1.0
348,1.0
27,15.0
1,1.0
165,1.0
165,1.0
353,1.0
1,1.0
165,1.0
353,1.0
1,1.0
166,1.0
158,1.0
45,1.0
158,1.0
353,1.0
171,1.0
166,1.0
365,1.0
171,1.0
171,1.0
171,1.0
365,1.0
365,1.0
166,1.0
1,1.0
337,1.0
1,1.0
365,1.0
376,1.0
377,1.0
48,1.0
337,1.0
165,1.0
381,1.0
377,1.0
277,1.0
171,1.0
385,1.0
386,1.0
385,1.0
45,1.0
381,1.0
132,1.0
391,15.0
392,1.0
337,1.0
107,1.0
80,1.0
132,1.0
196,1.0
277,1.0
377,1.0
45,1.0
365,1.0
402,1.0
153,1.0
404,1.0
405,1.0
199,1.0
407,1.0
257,1.0
409,1.0
48,1.0
411,1.0
45,1.0
413,1.0
199,1.0
407,1.0
416,1.0
417,1.0
123,1.0
132,1.0
416,1.0
224,2.0
107,1.0
257,1.0
277,1.0
425,1.0
426,1.0
241,1.0
184,1.0
426,1.0
270,1.0
431,1.0
257,1.0
1,1.0
165,1.0
402,1.0
48,1.0
1,1.0
199,1.0
1,1.0
440,1.0
154,1.0
442,1.0
443,1.0
280,1.0
171,1.0
446,1.0
132,1.0
448,1.0
449,1.0
303,1.0
154,1.0
452,1.0
35,1.0
454,1.0
264,1.0
456,1.0
457,1.0
381,1.0
353,1.0
460,1.0
198,1.0
462,15.0
463,1.0
241,1.0
465,1.0
246,1.0
130,1.0
270,1.0
154,1.0
470,1.0
154,1.0
130,1.0
129,1.0
277,1.0
270,1.0
476,1.0
2,2.0
478,
35,1.0
457,1.0
481,1.0
482,1.0
165,1.0
48,1.0
290,1.0
409,1.0
487,1.0
488,1.0
489,
129,1.0
104,1.0
1,1.0
493,1.0
494,1.0
495,1.0
496,1.0
487,1.0
198,1.0
499,1.0
500,1.0
416,1.0
402,1.0
503,1.0
283,1.0
88,1.0
506,1.0
196,1.0
508,1.0
509,15.0
510,1.0
511,2.0
328,2.0
118,1.0
495,1.0
515,1.0
516,1.0
290,1.0
518,1.0
519,1.0
198,1.0
452,1.0
80,1.0
91,1.0
1,1.0
525,1.0
129,1.0
132,1.0
528,1.0
35,1.0
481,1.0
306,2.0
532,1.0
238,1.0
534,1.0
386,1.0
536,1.0
537,2.0
538,1.0
1,1.0
155,1.0
541,1.0
132,1.0
328,2.0
544,1.0
500,1.0
546,1.0
153,1.0
548,1.0
448,1.0
286,1.0
129,1.0
3,1.0
553,1.0
554,1.0
555,2.0
556,1.0
557,1.0
279,1.0
1,1.0
321,1.0
153,1.0
562,15.0
407,1.0
265,1.0
565,1.0
566,1.0
567,1.0
568,1.0
569,1.0
570,1.0
405,1.0
572,1.0
573,1.0
28,1.0
129,1.0
243,1.0
478,
578,1.0
219,1.0
132,1.0
581,1.0
153,1.0
196,1.0
290,1.0
585,1.0
102,1.0
587,1.0
588,1.0
589,1.0
329,1.0
591,1.0
592,1.0
541,1.0
48,1.0
426,1.0
44,1.0
597,15.0
598,1.0
275,15.0
376,1.0
425,1.0
129,1.0
603,1.0
267,1.0
605,1.0
606,1.0
607,1.0
608,1.0
48,1.0
426,1.0
611,
612,1.0
136,1.0
614,2.0
132,1.0
616,1.0
617,1.0
277,1.0
619,1.0
620,1.0
331,1.0
622,1.0
623,1.0
624,1.0
625,1.0
626,
627,
628,
629,
630,
631,
165,
353,
353,
353,
557,
637,
557,
557,
640,
641,
637,
643,
557,
386,
646,
588,
365,
171,
171,
651,1.0
652,1.0
652,1.0
654,1.0
165,1.0
656,1.0
652,1.0
658,1.0
158,1.0
652,1.0
654,1.0
643,1.0
646,1.0
1,1.0
337,1.0
165,1.0
392,1.0
652,1.0
669,1.0
449,1.0
1,1.0
672,1.0
569,1.0
643,1.0
385,1.0
376,1.0
385,1.0
165,1.0
658,1.0
165,1.0
132,1.0
682,1.0
411,1.0
640,1.0
224,2.0
277,1.0
171,1.0
652,1.0
689,1.0
1,1.0
224,2.0
692,1.0
693,1.0
277,1.0
404,1.0
376,1.0
697,1.0
496,1.0
699,1.0
700,1.0
132,1.0
132,1.0
417,1.0
658,1.0
652,1.0
277,1.0
707,1.0
708,2.0
132,1.0
465,1.0
165,1.0
465,1.0
713,2.0
442,1.0
132,1.0
716,1.0
392,1.0
404,1.0
719,1.0
720,1.0
496,1.0
656,1.0
385,1.0
196,1.0
725,1.0
726,
494,
643,
443,
716,
48,
224,
199,
734,
735,
321,
700,
321,
277,
1,
741,
742,
303,
744,
489,
746,
460,
716,
376,
405,
751,1.0
752,1.0
476,1.0
754,1.0
460,1.0
756,1.0
757,
489,
759,1.0
1,1.0
761,1.0
762,1.0
132,1.0
27,15.0
765,1.0
569,1.0
534,1.0
431,1.0
573,1.0
452,1.0
297,1.0
752,1.0
321,1.0
774,1.0
741,2.0
165,1.0
257,1.0
460,1.0
431,1.0
569,1.0
697,1.0
782,1.0
153,1.0
784,1.0
785,1.0
786,1.0
735,1.0
280,1.0
460,1.0
431,1.0
791,1.0
48,1.0
277,1.0
794,1.0
795,1.0
1,1.0
797,
506,1.0
799,1.0
800,1.0
293,1.0
802,
448,1.0
762,1.0
708,2.0
538,1.0
446,1.0
310,1.0
431,1.0
810,1.0
811,1.0
270,1.0
83,1.0
1,1.0
417,1.0
816,1.0
817,1.0
1,1.0
708,2.0
257,1.0
538,1.0
822,1.0
198,1.0
306,2.0
494,1.0
826,1.0
496,1.0
280,1.0
198,1.0
830,1.0
614,2.0
832,1.0
2,2.0
708,2.0
835,1.0
35,1.0
277,1.0
154,1.0
839,15.0
840,
841,1.0
842,1.0
385,1.0
310,1.0
845,1.0
846,1.0
847,1.0
848,1.0
849,
110,1.0
851,1.0
852,2.0
800,1.0
854,1.0
855,1.0
411,1.0
857,1.0
799,1.0
446,1.0
860,1.0
861,1.0
862,1.0
863,1.0
864,1.0
865,1.0
306,2.0
328,2.0
868,1.0
488,1.0
870,2.0
35,1.0
538,1.0
326,1.0
129,1.0
306,2.0
876,1.0
199,1.0
481,1.0
879,1.0
223,1.0
881,1.0
557,1.0
883,1.0
495,1.0
799,1.0
879,1.0
887,1.0
888,
538,1.0
890,1.0
1,1.0
892,15.0
757,
2,2.0
895,1.0
896,1.0
897,1.0
898,1.0
327,1.0
154,1.0
901,1.0
27,15.0
465,1.0
811,1.0
460,1.0
906,1.0
448,1.0
908,1.0
909,
226,1.0
860,1.0
912,1.0
328,2.0
914,1.0
1,1.0
132,1.0
917,
2,2.0
277,1.0
442,1.0
158,1.0
129,1.0
923,1.0
924,1.0
925,1.0
926,1.0
927,1.0
928,1.0
2,2.0
930,1.0
931,1.0
927,1.0
933,1.0
934,1.0
129,1.0
936,15.0
446,1.0
938,1.0
939,
386,1.0
386,1.0
700,1.0
652,1.0
944,1.0
713,2.0
946,1.0
947,1.0
948,1.0
949,1.0
950,1.0
553,1.0
588,1.0
953,1.0
954,1.0
452,1.0
587,1.0
328,2.0
958,1.0
822,1.0
960,2.0
961,1.0
298,1.0
963,1.0
964,1.0
965,1.0
966,1.0
442,1.0
968,
762,1.0
970,1.0
290,1.0
682,1.0
973,1.0
974,1.0
153,1.0
817,1.0
977,1.0
799,1.0
35,1.0
326,1.0
981,2.0
982,
628,1.0
984,
985,1.0
986,1.0
48,1.0
988,1.0
786,1.0
990,1.0
153,1.0
765,1.0
993,1.0
994,1.0
995,1.0
817,1.0
713,2.0
998,1.0
999,1.0
153,1.0
1,1.0
1002,1.0
1003,1.0
628,1.0
1005,1.0
1006,1.0
493,1.0
1008,1.0
1009,1.0
1010,1.0
1011,1.0
1012,1.0
1013,1.0
1014,1.0
1015,2.0
1016,1.0
132,1.0
275,15.0
153,1.0
1020,1.0
1021,1.0
1022,1.0
226,1.0
1024,1.0
1025,1.0
1026,1.0
1027,1.0
500,1.0
129,1.0
1030,1.0
1031,1.0
1032,1.0
1033,1.0
1034,1.0
1035,1.0
385,1.0
1037,1.0
1038,1.0
1039,1.0
1010,1.0
909,
1042,1.0
83,1.0
1044,1.0
1045,1.0
1046,1.0
1047,1.0
1048,1.0
254,1.0
27,15.0
1051,2.0
1006,1.0
1053,1.0
936,15.0
897,1.0
321,1.0
1057,1.0
1058,1.0
153,1.0
982,
1061,1.0
1062,1.0
1063,1.0
1064,1.0
1006,1.0
628,1.0
1067,
1068,
1069,1.0
1070,1.0
153,1.0
1072,1.0
1,1.0
864,1.0
152,1.0
1008,1.0
1077,1.0
1078,1.0
426,1.0
1080,1.0
1081,1.0
1082,
1083,1.0
1084,1.0
1085,1.0
460,1.0
1087,1.0
1088,1.0
974,1.0
1,1.0
1091,1.0
1092,1.0
15,15.0
1094,1.0
1095,1.0
1096,1.0
1097,1.0
1098,1.0
1099,1.0
1100,1.0
107,1.0
1102,
465,1.0
1104,2.0
800,1.0
928,1.0
1107,1.0
1108,1.0
426,1.0
1110,1.0
277,1.0
1112,1.0
1113,1.0
1114,1.0
651,1.0
651,1.0
1117,
588,1.0
1119,1.0
353,1.0
588,1.0
557,1.0
1123,1.0
1123,1.0
641,1.0
1,
640,
641,
637,
637,
386,
646,
1133,
643,
640,
386,
1137,
1,
643,
1140,
353,
744,
1119,
656,
689,
744,
656,
353,
669,
689,
654,1.0
1,1.0
1,1.0
1,1.0
1137,1.0
1,1.0
744,1.0
449,1.0
689,1.0
321,1.0
376,1.0
557,1.0
1096,1.0
385,1.0
1096,1.0
1166,1.0
1167,1.0
707,1.0
449,1.0
652,1.0
1171,1.0
1172,1.0
682,1.0
277,1.0
381,1.0
791,1.0
700,1.0
165,1.0
1179,1.0
496,1.0
697,1.0
1182,1.0
1183,15.0
1171,1.0
1140,1.0
321,1.0
719,1.0
1182,1.0
196,1.0
196,1.0
1191,1.0
392,1.0
791,1.0
700,1.0
321,1.0
720,1.0
277,1.0
442,1.0
404,1.0
385,1.0
651,1.0
353,1.0
682,1.0
774,1.0
1179,1.0
742,1.0
392,1.0
404,1.0
132,1.0
1210,1.0
1,1.0
1212,1.0
1179,1.0
762,1.0
1215,1.0
1216,1.0
1217,1.0
734,1.0
752,1.0
465,1.0
1221,1.0
411,1.0
442,1.0
442,1.0
1217,1.0
165,1.0
132,1.0
1228,1.0
854,1.0
405,1.0
977,1.0
865,1.0
752,1.0
1234,1.0
153,1.0
795,1.0
1237,1.0
822,1.0
857,1.0
1240,1.0
132,1.0
442,1.0
700,1.0
1244,1.0
1245,1.0
720,1.0
800,1.0
1248,15.0
1182,1.0
708,2.0
1251,1.0
392,1.0
883,1.0
431,1.0
883,1.0
165,1.0
1257,1.0
321,1.0
1259,1.0
1257,1.0
791,1.0
153,1.0
277,1.0
1264,1.0
822,1.0
1266,
353,1.0
1268,1.0
1269,
1270,1.0
158,1.0
1272,1.0
1273,1.0
1179,1.0
1275,1.0
158,1.0
1277,1.0
1278,1.0
1240,1.0
442,1.0
1281,
132,1.0
964,1.0
1182,1.0
1285,1.0
765,1.0
321,1.0
554,1.0
862,1.0
1290,1.0
1291,1.0
1292,1.0
744,1.0
898,1.0
883,1.0
1296,1.0
757,
1298,1.0
1299,1.0
353,1.0
460,
757,
1303,
1304,
457,
1257,
700,
1251,
385,
756,
442,
832,
689,
1314,
1315,
1316,
448,
201,
460,
1320,
280,
1322,
1035,
442,
1166,
280,1.0
1327,1.0
1328,
938,1.0
431,1.0
734,1.0
1217,1.0
1333,1.0
413,1.0
802,
1336,1.0
1337,1.0
1212,1.0
830,1.0
1340,1.0
977,1.0
930,1.0
158,1.0
968,
1345,1.0
800,1.0
1347,1.0
1348,1.0
832,1.0
614,2.0
431,1.0
1352,1.0
1353,1.0
930,1.0
431,1.0
158,1.0
719,1.0
1358,1.0
587,1.0
765,1.0
1361,1.0
746,1.0
442,1.0
1364,1.0
862,1.0
652,1.0
442,1.0
930,1.0
811,1.0
1370,1.0
1371,1.0
446,1.0
470,1.0
800,1.0
1375,1.0
1376,1.0
741,2.0
1378,1.0
431,1.0
538,1.0
977,1.0
1,1.0
757,
431,1.0
741,2.0
165,1.0
1387,1.0
849,
487,1.0
926,1.0
1,1.0
431,1.0
1393,1.0
1394,1.0
1395,1.0
1396,1.0
1397,2.0
1353,1.0
839,15.0
1020,1.0
890,
1402,
1403,
765,
1405,
1406,
1407,
1375,
1409,
1410,
476,
293,
1413,
153,
1415,
1416,
569,
557,
923,
201,
890,
448,
817,
1316,
1425,
1426,
1427,1.0
800,1.0
1303,1.0
1,1.0
277,1.0
153,1.0
1433,1.0
443,1.0
1435,2.0
1436,1.0
573,1.0
835,1.0
1439,1.0
1440,1.0
652,1.0
1,1.0
1443,1.0
832,1.0
1,1.0
849,
1447,1.0
431,1.0
1449,1.0
1450,1.0
1451,1.0
1452,1.0
1453,1.0
1454,1.0
800,1.0
1456,1.0
1457,1.0
1458,
923,1.0
1439,1.0
1461,1.0
1,1.0
1463,1.0
431,1.0
1465,1.0
800,1.0
861,1.0
842,1.0
201,1.0
1,1.0
1471,1.0
1472,1.0
1473,1.0
879,1.0
495,1.0
993,1.0
1477,1.0
1478,1.0
1479,
1480,1.0
725,1.0
226,1.0
132,1.0
1353,1.0
500,1.0
1486,1.0
1487,1.0
1488,1.0
1489,1.0
1490,
1491,1.0
487,1.0
1456,1.0
1494,1.0
1259,1.0
541,1.0
1440,1.0
936,15.0
879,1.0
879,1.0
1119,1.0
603,1.0
1503,1.0
587,1.0
896,1.0
442,1.0
1507,1.0
1508,1.0
1456,1.0
1510,1.0
254,1.0
1512,
1290,1.0
939,
720,1.0
1516,
1517,1.0
1518,1.0
386,1.0
1520,1.0
1521,1.0
1,1.0
1523,1.0
861,1.0
45,1.0
1526,
1527,
1528,
1529,
1530,
1531,
1532,
538,
1534,
1535,
1536,
277,
1538,
1375,
1009,
1541,
277,
481,
1531,
1545,
1546,
1547,
1548,
1549,
270,
1551,
958,1.0
1553,1.0
1554,1.0
1555,1.0
234,1.0
846,1.0
460,1.0
404,1.0
1560,1.0
557,1.0
1562,1.0
386,1.0
896,1.0
1413,
1566,1.0
1528,1.0
280,1.0
1569,
1570,1.0
1024,1.0
1572,1.0
132,1.0
651,1.0
1575,1.0
1576,1.0
154,1.0
1578,1.0
1046,1.0
995,1.0
431,1.0
1425,1.0
906,1.0
132,1.0
1585,1.0
1586,1.0
1440,1.0
1588,1.0
1589,1.0
425,1.0
1591,1.0
1592,1.0
1081,1.0
1333,1.0
1,1.0
1237,1.0
1597,1.0
1598,1.0
1551,
1600,1.0
321,1.0
1602,1.0
1603,1.0
1604,1.0
982,
842,1.0
1607,15.0
1608,1.0
201,1.0
608,1.0
442,1.0
306,2.0
487,1.0
277,1.0
1615,
656,1.0
196,1.0
607,1.0
1371,1.0
1620,1.0
1621,
1622,1.0
1623,
862,1.0
896,1.0
1626,
1627,1.0
1292,1.0
1629,1.0
895,1.0
1045,1.0
1632,1.0
1035,1.0
1634,1.0
254,1.0
508,1.0
928,1.0
541,1.0
1639,1.0
1640,1.0
557,1.0
27,15.0
1643,
1644,1.0
452,1.0
409,1.0
1572,
1648,1.0
516,1.0
1333,1.0
154,1.0
578,1.0
496,1.0
1654,1.0
538,1.0
1656,1.0
265,1.0
1658,1.0
1659,15.0
1660,1.0
1603,1.0
1406,1.0
158,1.0
938,1.0
1665,1.0
478,
1667,1.0
1364,1.0
45,1.0
1670,1.0
896,1.0
725,1.0
1042,1.0
1674,1.0
1675,1.0
321,1.0
1677,1.0
1678,2.0
1679,1.0
1680,1.0
1681,1.0
1682,1.0
277,1.0
1304,1.0
603,1.0
865,1.0
1687,1.0
1688,
810,1.0
1690,1.0
1691,1.0
1692,1.0
1693,1.0
1694,1.0
1695,1.0
1281,
1697,2.0
1698,
754,1.0
1538,1.0
1701,
1702,1.0
1703,1.0
1704,1.0
1705,1.0
1706,
1,1.0
1708,
1709,1.0
1632,1.0
1711,1.0
1712,1.0
1713,1.0
1714,1.0
157,
1716,1.0
1717,1.0
341,
1719,1.0
1720,1.0
1721,1.0
1722,1.0
1723,1.0
1723,1.0
1725,1.0
1726,
1727,1.0
1728,1.0
1729,2.0
1,1.0
1731,2.0
277,1.0
1733,
1119,1.0
1735,
1736,1.0
1714,1.0
385,1.0
1739,1.0
896,1.0
1741,1.0
1742,
385,1.0
1744,1.0
1745,1.0
1746,1.0
1747,1.0
1748,1.0
1749,
1750,1.0
1751,1.0
1752,
1753,
1754,1.0
1755,1.0
376,1.0
1713,1.0
1516,
1759,1.0
1760,1.0
1761,1.0
1762,
1733,
1764,1.0
1765,1.0
1766,1.0
1767,
1768,1.0
1769,1.0
499,1.0
1771,
1772,
503,1.0
386,1.0
1376,1.0
1776,1.0
1777,1.0
196,1.0
385,1.0
1780,1.0
1781,1.0
1782,1.0
254,1.0
1784,1.0
1785,1.0
1786,1.0
1257,1.0
588,1.0
606,1.0
1087,1.0
1791,
1792,1.0
1793,1.0
1794,1.0
1221,1.0
321,1.0
1,1.0
1798,1.0
270,1.0
1800,
1801,1.0
1802,1.0
1803,1.0
1804,1.0
1,1.0
1713,1.0
1807,
1808,1.0
1809,1.0
1810,1.0
287,1.0
1812,1.0
1813,1.0
1814,1.0
1815,1.0
1816,1.0
1745,1.0
153,1.0
1759,1.0
1820,
1821,1.0
1822,1.0
385,1.0
651,1.0
307,1.0
165,1.0
165,1.0
277,1.0
651,1.0
1830,1.0
1123,1.0
1832,1.0
588,1.0
1834,1.0
1237,1.0
1133,1.0
1832,1.0
385,1.0
1839,1.0
1840,1.0
1839,1.0
385,1.0
1133,1.0
1844,1.0
1140,1.0
321,1.0
1847,1.0
646,1.0
1847,1.0
1137,1.0
1851,
385,1.0
1259,1.0
1259,1.0
385,1.0
692,1.0
692,1.0
692,1.0
1257,1.0
1237,1.0
1861,1.0
1839,1.0
1259,1.0
153,1.0
385,1.0
277,1.0
1867,1.0
353,1.0
1259,1.0
1870,1.0
1847,1.0
1872,1.0
1123,1.0
1870,1.0
1875,1.0
1876,1.0
321,1.0
165,1.0
1268,1.0
1272,1.0
1237,1.0
1882,
1234,1.0
1884,15.0
1876,1.0
1886,1.0
1166,1.0
165,1.0
1889,1.0
1237,1.0
1891,
1861,1.0
1893,1.0
1894,1.0
640,1.0
1896,1.0
1897,1.0
1844,1.0
744,1.0
1900,1.0
1901,1.0
1137,1.0
1889,1.0
1904,1.0
1889,1.0
1290,1.0
1907,1.0
651,1.0
1182,1.0
165,1.0
442,1.0
1894,1.0
1913,1.0
1914,
321,1.0
1259,1.0
1917,1.0
307,1.0
1133,1.0
1215,1.0
1347,1.0
1347,1.0
1251,1.0
791,1.0
1925,1.0
1926,1.0
1212,1.0
1886,1.0
321,1.0
321,1.0
1925,1.0
1290,1.0
385,1.0
1882,
1935,1.0
1654,1.0
1508,1.0
442,1.0
1830,1.0
669,1.0
1941,1.0
1942,1.0
883,1.0
883,1.0
1179,1.0
1946,1.0
1947,1.0
277,1.0
1212,1.0
321,1.0
646,1.0
1952,1.0
1941,1.0
1473,1.0
1237,1.0
1956,1.0
1957,1.0
1958,1.0
1959,1.0
1960,1.0
1961,1.0
1962,1.0
1963,1.0
1964,1.0
990,1.0
800,1.0
1237,1.0
1968,1.0
1237,1.0
1970,1.0
1971,1.0
669,1.0
1973,1.0
742,1.0
1443,1.0
682,1.0
321,1.0
1957,1.0
1979,1.0
713,2.0
1981,1.0
1726,
1,1.0
752,1.0
1985,1.0
1840,1.0
854,1.0
641,1.0
277,1.0
1292,1.0
1834,1.0
1992,1.0
1993,1.0
1886,1.0
1995,
1952,1.0
1997,1.0
293,1.0
800,1.0
277,
2001,
2002,
554,
385,
1508,
2006,
1875,
1889,
153,
1191,
2011,
2012,
895,
2014,
1251,
669,
614,
1353,
277,
2020,
1278,
153,
1957,
1182,
277,1.0
2001,1.0
2002,1.0
554,1.0
385,1.0
1508,1.0
2006,1.0
1875,1.0
1889,1.0
153,1.0
1191,1.0
2012,1.0
895,1.0
1251,1.0
669,1.0
614,2.0
1353,1.0
277,1.0
2020,1.0
1278,1.0
153,1.0
1957,1.0
1182,1.0
800,
